2	[21]
3	[21]
5	[21]
10	[10]
134	[21]
139	[17]
140	[17]
141	[17]
142	[17]
144	[4]
145	[4]
146	[4]
147	[4]
153	[26]
154	[26]
155	[26]
169	[25]
170	[25]
171	[25]
172	[25]
173	[25]
174	[25]
175	[25]
176	[25]
177	[25]
178	[25]
179	[25]
189	[17]
190	[17]
191	[17]
192	[17]
193	[17]
194	[17]
195	[17]
196	[17]
197	[17]
198	[17]
199	[17]
200	[17]
201	[17]
202	[17]
203	[17]
204	[17]
205	[17]
206	[17]
207	[17]
208	[17]
209	[17]
210	[17]
211	[17]
212	[17]
213	[10]
226	[25]
228	[25]
236	[15, 92]
237	[4]
238	[4]
247	[12]
249	[12]
252	[12]
255	[12]
256	[31]
257	[31]
258	[31]
303	[89]
304	[89]
305	[89]
306	[89]
307	[89]
308	[89]
309	[89]
310	[89]
311	[89]
312	[89]
313	[89]
314	[89]
315	[89]
316	[89]
317	[89]
318	[89]
319	[89]
320	[89]
321	[89]
322	[89]
323	[89]
324	[89]
325	[89]
326	[89]
327	[89]
328	[89]
331	[89]
332	[89]
333	[89]
334	[89]
335	[89]
336	[89]
337	[89]
338	[89]
339	[89]
340	[89]
341	[89]
342	[89]
343	[89]
344	[89]
345	[89]
346	[89]
347	[89]
348	[89]
350	[89]
351	[89]
352	[89]
353	[89]
354	[89]
355	[89]
356	[89]
359	[89]
361	[89]
362	[89]
363	[89]
364	[89]
365	[89]
366	[89]
367	[89]
368	[89]
369	[89]
370	[89]
384	[15]
386	[15]
387	[15]
394	[12]
395	[12]
396	[15]
397	[15]
398	[15]
399	[15]
400	[15]
401	[15]
402	[15]
403	[15]
404	[15]
405	[15]
406	[15]
407	[15]
408	[15]
410	[15]
411	[15]
412	[15]
414	[15]
416	[15]
461	[3, 37]
462	[3, 37]
463	[3, 37]
464	[3, 37]
465	[3, 37]
520	[12]
521	[12]
522	[12]
523	[12]
524	[12]
525	[12]
526	[12]
527	[12]
528	[12]
529	[12]
530	[12]
531	[12]
532	[15]
533	[15]
534	[17]
535	[17]
536	[17]
537	[17]
538	[17]
539	[17]
540	[17]
541	[17]
542	[17]
543	[17]
544	[17]
545	[17]
546	[17]
547	[17]
548	[17]
549	[17]
550	[15]
562	[12]
563	[12]
564	[12]
565	[12]
566	[12]
567	[12]
568	[12]
569	[12]
570	[12]
571	[12]
572	[12]
573	[25]
574	[25]
579	[25]
580	[25]
583	[21]
584	[21]
585	[21]
586	[21]
601	[17]
602	[17]
603	[17]
604	[17]
605	[12]
606	[12]
607	[12]
608	[12]
609	[12]
610	[17]
611	[17]
612	[17]
617	[17]
618	[17]
619	[17]
620	[17]
621	[17]
622	[17]
623	[17]
624	[17]
625	[17]
626	[17]
627	[17]
628	[17]
629	[17]
630	[17]
631	[17]
633	[12]
634	[12]
635	[12]
641	[15]
642	[15]
643	[15]
644	[15]
645	[15]
646	[15]
647	[15]
648	[15]
649	[15]
650	[15]
651	[15]
652	[15]
653	[15]
654	[15]
655	[15]
656	[15]
657	[15]
658	[15]
659	[15]
660	[15]
661	[15]
662	[15]
663	[15]
664	[15]
665	[15]
669	[21]
670	[21]
671	[21]
673	[21]
675	[21]
677	[21]
679	[21]
681	[21]
682	[21]
683	[21]
685	[21]
687	[21]
689	[21]
690	[12]
691	[12]
692	[12]
693	[12]
694	[21]
695	[21]
711	[25]
712	[25]
713	[25]
714	[17]
715	[17]
716	[17]
717	[17]
718	[17]
719	[12]
720	[12]
721	[12]
722	[12]
723	[12]
777	[12]
778	[12]
779	[12]
780	[12]
783	[12]
786	[12]
787	[12]
788	[12]
790	[12]
791	[12]
792	[12]
793	[12]
795	[12]
796	[12]
803	[25]
804	[25]
805	[25]
806	[25]
807	[25]
814	[17]
821	[10]
822	[10]
823	[10]
824	[12, 45, 58, 66]
825	[12, 45, 58, 66]
826	[12, 45, 58, 66]
827	[12, 45, 58, 66]
828	[12, 45, 58, 66]
829	[12, 45, 58, 66]
830	[12, 45, 58, 66]
836	[12]
837	[12]
838	[12]
839	[12]
840	[12]
841	[12]
842	[12]
843	[12]
844	[12]
845	[12]
846	[12]
847	[10]
851	[12]
852	[12]
853	[2]
855	[12]
856	[12]
858	[12]
859	[12]
860	[12]
861	[12]
862	[12]
863	[12]
874	[15]
875	[15]
876	[15]
877	[15]
878	[15]
879	[15]
880	[15]
881	[15]
882	[15]
883	[15]
885	[15]
886	[15]
887	[15]
888	[15]
889	[15]
896	[25, 111]
991	[12]
992	[12]
993	[12]
1007	[12]
1009	[12]
1013	[12]
1014	[31]
1015	[31]
1016	[31]
1017	[31]
1018	[31]
1020	[4]
1021	[4]
1022	[4]
1023	[4]
1028	[12]
1029	[12]
1041	[58]
1042	[3]
1043	[3]
1044	[3]
1045	[3]
1046	[3]
1047	[3]
1048	[3]
1049	[12]
1050	[12]
1051	[10]
1052	[12]
1058	[4]
1059	[4]
1060	[4]
1061	[4]
1062	[4]
1063	[4]
1064	[4]
1077	[12]
1078	[12]
1079	[12]
1080	[12]
1081	[12]
1082	[2]
1085	[15]
1086	[15]
1087	[12]
1088	[15]
1089	[15]
1090	[15]
1091	[15]
1102	[12]
1105	[12]
1106	[12]
1107	[12]
1108	[12]
1116	[12]
1117	[12]
1118	[12]
1119	[12]
1120	[15]
1121	[15]
1122	[15]
1123	[12]
1124	[12]
1125	[12]
1126	[12]
1128	[12]
1129	[12]
1130	[12]
1131	[12]
1135	[12]
1136	[12]
1138	[12]
1140	[12]
1141	[12]
1142	[12]
1143	[12]
1144	[12]
1145	[12]
1146	[12]
1147	[12]
1148	[12]
1149	[12]
1150	[12]
1156	[12]
1157	[12]
1158	[12]
